testName,graphID,strength,criteria,noOfNodes,noOfEdges,entitySetGenerationTime,noOfEntities,testSuiteSize,testSuiteGenerationTime,totalPathLength,averagePathLength
Test-103-5,2,2,t_cover,42,69,0.0001199245,69,13.3333333333,6.3117987315,357.666666667,26.8250000001
Test-103-5,3,2,t_cover,80,145,0.0002470016,145,43,22.9422720273,1092,25.3953488372
Test-103-5,4,2,t_cover,109,235,0.0003340244,235,46.6666666667,26.491347313,2475,53.0357142857
Test-103-5,5,2,t_cover,11,18,3.50475311279E-05,18,5.6666666667,2.3299337228,47.6666666667,8.4117647059
Test-103-7,0,2,t_cover,89,183,0.0003099442,183,41,22.4369891484,1642.66666667,40.0650406505
Test-103-7,1,2,t_cover,3,2,1.21593475342E-05,2,1,0.3755936623,2,2
Test-103-7,2,2,t_cover,34,48,9.48905944824E-05,48,10.6666666667,4.8468132814,213.333333333,19.9999999999
Test-103-7,3,2,t_cover,44,74,0.0001261234,74,18.6666666667,8.7794373035,453.333333333,24.2857142857
Test-103-7,4,2,t_cover,220,554,0.0008759499,554,76,59.6538483302,6780.66666667,89.2192982457
Test-103-7,5,2,t_cover,97,206,0.0003330708,206,43.6666666667,24.1914369265,2098,48.0458015267
Test-103-7,6,2,t_cover,11,18,3.79085540771E-05,18,5.6666666667,2.3033843835,50.6666666667,8.9411764706
Test-103-8,0,2,t_cover,3,2,0.000013113,2,1,0.3790513674,2,2
Test-103-8,1,2,t_cover,168,397,0.0006020069,397,71,47.7470984459,6172,86.9295774648
Test-103-8,2,2,t_cover,385,758,0.0014650822,758,236,370.786051671,6893.66666667,29.2104519774
Test-103-8,3,2,t_cover,13,18,5.88893890381E-05,18,5.6666666667,2.3751779397,47.3333333333,8.3529411765
Test-103-8,4,2,t_cover,97,197,0.0003671646,197,44.6666666667,24.8721710046,1869.33333333,41.8507462686
Test-103-8,5,2,t_cover,91,207,0.000330925,207,45.3333333333,25.4187286695,2008.33333333,44.3014705882
Test-103-8,6,2,t_cover,11,18,4.31537628174E-05,18,4.6666666667,1.8969900608,40,8.5714285714
Test-105-1,0,2,t_cover,69,123,0.0002269745,123,25.6666666667,13.2710829576,1158.33333333,45.1298701297
Test-105-1,1,2,t_cover,494,1468,0.00218606,1468,225.666666667,744.778834343,37882,167.8670605611
Test-105-1,2,2,t_cover,3,2,1.69277191162E-05,2,1,0.3791876634,2,2
Test-105-1,3,2,t_cover,15,27,0.000054121,27,9,3.8892622789,101.666666667,11.2962962963
Test-105-1,4,2,t_cover,50,92,0.0001628399,92,20.3333333333,10.2155327797,608,29.9016393443
Test-105-1,5,2,t_cover,13,20,4.00543212891E-05,20,4.6666666667,1.9824886322,50.3333333333,10.7857142857
Test-107-1,0,2,t_cover,52,96,0.0001749992,96,23.6666666667,11.9024514357,781,33
Test-107-1,1,2,t_cover,23,29,5.91278076172E-05,29,6.3333333333,2.7022096316,92.3333333333,14.5789473684
Test-107-1,2,2,t_cover,291,788,0.0027968884,788,133,135.148293416,14213.6666667,106.8696741857
Test-107-1,3,2,t_cover,16,18,4.41074371338E-05,18,4,1.6864153544,69,17.25
Test-107-1,4,2,t_cover,156,382,0.0005011559,382,74.3333333333,48.1860503356,4720.33333333,63.5022421525
Test-107-1,5,2,t_cover,120,252,0.0003581047,252,48.3333333333,28.0911970138,2932,60.6620689656
Test-107-1,6,2,t_cover,15,24,0.000043869,24,7.6666666667,3.3036953608,82.3333333333,10.7391304348
Test-107-2,0,2,t_cover,74,141,0.0002250671,141,28.6666666667,14.9012479782,1271,44.3372093023
Test-107-2,1,2,t_cover,16,18,4.50611114502E-05,18,3,1.2538159688,55.3333333333,18.4444444444
Test-107-2,2,2,t_cover,293,789,0.001075983,789,100.666666667,103.845261653,12599,125.1556291387
Test-107-2,3,2,t_cover,85,158,0.0002710819,158,33.3333333333,17.5299806595,1321.33333333,39.6399999999
Test-107-2,4,2,t_cover,25,34,6.69956207275E-05,34,8.6666666667,3.7634299596,198.666666667,22.9230769231
Test-107-2,5,2,t_cover,11,18,3.40938568115E-05,18,5,2.0386973222,43.3333333333,8.6666666667
Test-107-3,0,2,t_cover,74,140,0.0002398491,140,27.3333333333,14.2612973054,1232.33333333,45.0853658536
Test-107-3,1,2,t_cover,18,21,4.91142272949E-05,21,3.6666666667,1.5719246864,78,21.2727272727
Test-107-3,2,2,t_cover,9,8,0.000025034,8,1,0.3786335786,8,8
Test-107-3,3,2,t_cover,92,186,0.0002799034,186,38.3333333333,20.860217015,1843.66666667,48.095652174
Test-107-3,4,2,t_cover,35,49,0.00009799,49,11.3333333333,5.175191323,299.333333333,26.4117647059
Test-107-3,5,2,t_cover,11,18,3.60012054443E-05,18,5.3333333333,2.1622373263,47.6666666667,8.9375
Test-107-4,0,2,t_cover,88,158,0.0002470016,158,32,16.9638656775,1414.66666667,44.2083333334
Test-107-4,1,2,t_cover,24,30,6.31809234619E-05,30,5.6666666667,2.4521840413,98,17.294117647
Test-107-4,2,2,t_cover,163,361,0.0004658699,361,61.6666666667,39.2319276333,5226.33333333,84.7513513513
Test-107-4,3,2,t_cover,11,18,3.31401824951E-05,18,4.3333333333,1.7675408522,38,8.7692307692
Test-11-1,0,2,t_cover,243,748,0.0011730194,748,121.333333333,141.680022955,13839.6666667,114.0631868138
Test-11-1,1,2,t_cover,3,2,1.71661376953E-05,2,1,0.3705143134,2,2
Test-11-1,2,2,t_cover,119,232,0.0003640652,232,47.6666666667,27.84014829,2599,54.5244755244
Test-11-1,3,2,t_cover,139,275,0.0003988743,275,49.6666666667,30.2218550046,3779,76.0872483221
Test-11-1,4,2,t_cover,249,610,0.0008530617,610,124.666666667,99.5900475978,9102.66666667,73.0160427806
Test-11-1,5,2,t_cover,7,12,3.09944152832E-05,12,5,1.980366389,28.6666666667,5.7333333333
Test-11-1,6,2,t_cover,3,2,1.09672546387E-05,2,1,0.398310264,2,2
Test-11-1,7,2,t_cover,36,52,0.0001070499,52,12,5.500579675,249,20.75
Test-11-1,8,2,t_cover,115,257,0.0003778934,257,52.6666666667,30.5547629992,2997.33333333,56.911392405
Test-11-1,9,2,t_cover,9,14,3.09944152832E-05,14,4,1.5785799821,29.3333333333,7.3333333333
Test-11-2,0,2,t_cover,182,468,0.0008320808,468,91.3333333333,66.5198816459,6680.66666667,73.1459854015
Test-11-2,1,2,t_cover,3,2,1.4066696167E-05,2,1,0.3695853551,2,2
Test-11-2,2,2,t_cover,153,331,0.0004811287,331,56.3333333333,36.107411623,5106.66666667,90.6508875741
Test-11-2,3,2,t_cover,226,553,0.0008020401,553,97,73.834378322,8106.33333333,83.5704467354
Test-11-2,4,2,t_cover,5,6,1.97887420654E-05,6,3,1.1333096822,12,4
Test-11-2,5,2,t_cover,3,2,0.000013113,2,1,0.3718823592,2,2
Test-11-2,6,2,t_cover,189,596,0.000797987,596,89.3333333333,82.236473004,7815,87.4813432836
Test-11-2,7,2,t_cover,97,201,0.0003139973,201,39.6666666667,22.02541399,1925.33333333,48.5378151259
Test-11-2,8,2,t_cover,9,14,2.90870666504E-05,14,3.6666666667,1.4400110245,27.6666666667,7.5454545455
Test-11-3,0,2,t_cover,196,503,0.0007519722,503,80.3333333333,60.6270506382,8574.66666667,106.7385892117
Test-11-3,1,2,t_cover,3,2,1.19209289551E-05,2,1,0.3684679667,2,2
Test-11-3,2,2,t_cover,116,213,0.000328064,213,40,22.6339859963,3126,78.15
Test-11-3,3,2,t_cover,101,199,0.0002949238,199,41.6666666667,23.3232425849,2209.66666667,53.032
Test-11-3,4,2,t_cover,222,549,0.0007359982,549,92.3333333333,70.1401583354,7725,83.6642599278
Test-11-3,5,2,t_cover,5,6,1.81198120117E-05,6,3,1.1294870377,12,4
Test-11-3,6,2,t_cover,3,2,1.19209289551E-05,2,1,0.3766443729,2,2
Test-11-3,7,2,t_cover,17,24,4.6968460083E-05,24,7,3.0163253148,101.333333333,14.4761904761
Test-11-3,8,2,t_cover,19,25,4.60147857666E-05,25,5.3333333333,2.2525482973,89,16.6875
Test-11-3,9,2,t_cover,9,14,3.19480895996E-05,14,4.6666666667,1.8405059179,36,7.7142857143
Test-11-4,0,2,t_cover,159,388,0.0005259514,388,65,43.252914985,5827.66666667,89.6564102565
Test-11-4,1,2,t_cover,3,2,1.19209289551E-05,2,1,0.3670215607,2,2
Test-11-4,2,2,t_cover,22,32,0.000068903,32,9,3.8642973105,137.333333333,15.2592592592
Test-11-4,3,2,t_cover,11,12,3.00407409668E-05,12,3,1.1938069662,30,10
Test-11-4,4,2,t_cover,224,551,0.0008950233,551,100,75.88778464,8286,82.86
Test-11-4,5,2,t_cover,5,6,1.8835067749E-05,6,3,1.1250356833,12,4
Test-11-4,6,2,t_cover,3,2,1.09672546387E-05,2,1,0.3740816911,2,2
Test-11-4,7,2,t_cover,98,166,0.0002710819,166,32.3333333333,17.2679243088,1942.66666667,60.082474227
Test-11-4,8,2,t_cover,16,20,3.88622283936E-05,20,4.6666666667,1.9829287529,70,15
Test-11-4,9,2,t_cover,9,14,2.69412994385E-05,14,3.3333333333,1.3151723544,27,8.1
Test-11-5,0,2,t_cover,235,707,0.0009980202,707,112.666666667,123.329721372,13604.6666667,120.7514792899
Test-11-5,1,2,t_cover,3,2,1.69277191162E-05,2,1,0.3712222576,2,2
Test-11-5,2,2,t_cover,162,368,0.0006070137,368,65.3333333333,42.1609753768,5225.66666667,79.9846938776
Test-11-5,3,2,t_cover,225,551,0.0038969517,551,96,73.0981333256,8016,83.5
Test-11-5,4,2,t_cover,7,12,2.69412994385E-05,12,5,1.9783660571,27.3333333333,5.4666666667
Test-11-5,5,2,t_cover,3,2,1.09672546387E-05,2,1,0.3688800335,2,2
Test-11-5,6,2,t_cover,17,24,4.79221343994E-05,24,6.3333333333,2.7133646806,92,14.5263157895
Test-11-5,7,2,t_cover,125,253,0.0003788471,253,43.3333333333,25.619374752,3108.33333333,71.7307692307
Test-11-5,8,2,t_cover,9,14,3.00407409668E-05,14,4.3333333333,1.7122517427,31.6666666667,7.3076923077
Test-11-5,9,2,t_cover,125,272,0.0003731251,272,47,28.2047883669,3207,68.2340425532
Test-14-10,0,2,t_cover,7,6,4.00543212891E-05,6,1,0.4101376534,6,6
Test-14-10,1,2,t_cover,28,35,7.08103179932E-05,35,5.3333333333,2.331911087,137.666666667,25.8125000001
Test-14-10,2,2,t_cover,45,77,0.0001220703,77,17.3333333333,8.3890249729,553,31.9038461539
Test-14-2,0,2,t_cover,13,12,4.6968460083E-05,12,1,0.4019480546,12,12
Test-14-2,1,2,t_cover,30,38,8.60691070557E-05,38,5.6666666667,2.4588380655,162.333333333,28.6470588235
Test-14-2,2,2,t_cover,49,83,0.0001280308,83,17.6666666667,8.6968353589,632.666666667,35.8113207547
Test-14-8,0,2,t_cover,7,6,3.91006469727E-05,6,1,0.3809026877,6,6
Test-14-8,1,2,t_cover,28,35,0.000082016,35,5.3333333333,2.3528990746,138,25.875
Test-14-8,2,2,t_cover,45,77,0.000125885,77,16.6666666667,8.1047646205,534,32.0399999999
Test-15-1,0,2,t_cover,53,94,0.0001909733,94,20.6666666667,10.3409920533,654,31.6451612903
Test-15-1,1,2,t_cover,42,70,0.0001180172,70,14,6.590643088,404,28.8571428571
Test-15-1,2,2,t_cover,268,665,0.0011401176,665,112.333333333,95.1317477226,10224,91.0148367955
Test-15-1,3,2,t_cover,128,257,0.0003659725,257,49.6666666667,29.6143589815,3099,62.3959731543
Test-15-1,4,2,t_cover,15,24,0.000041008,24,8.3333333333,3.5863773028,82.3333333333,9.88
Test-17-1,0,2,t_cover,62,110,0.0002231598,110,24.3333333333,12.4029885928,872,35.8356164384
Test-17-1,1,2,t_cover,18,21,4.91142272949E-05,21,4,1.706896623,57.6666666667,14.4166666667
Test-17-1,2,2,t_cover,33,57,9.20295715332E-05,57,12.3333333333,5.6750603517,307,24.891891892
Test-17-1,3,2,t_cover,264,711,0.0011918545,711,117,113.049601316,11240.3333333,96.0712250709
Test-17-1,4,2,t_cover,45,93,0.0001628399,93,25.3333333333,12.6562820276,651.666666667,25.7236842106
Test-17-1,5,2,t_cover,13,20,3.79085540771E-05,20,6.3333333333,2.693448623,66.6666666667,10.5263157895
Test-17-2,0,2,t_cover,57,102,0.0002019405,102,23.3333333333,11.8141070207,844.666666667,36.2000000001
Test-17-2,1,2,t_cover,18,21,4.60147857666E-05,21,3.6666666667,1.5871937275,54.6666666667,14.9090909091
Test-17-2,2,2,t_cover,226,558,0.0008218288,558,82.6666666667,64.9323770205,7936.33333333,96.004032258
Test-17-2,3,2,t_cover,47,100,0.0001659393,100,24.6666666667,12.4683586756,717.333333333,29.081081081
Test-17-2,4,2,t_cover,39,66,0.0001101494,66,14.6666666667,6.8883699576,373,25.4318181818
Test-17-2,5,2,t_cover,11,18,3.48091125488E-05,18,5.6666666667,2.290610075,50.3333333333,8.8823529412
Test-19-1,0,2,t_cover,16,19,4.60147857666E-05,19,3.6666666667,1.5642339389,45.6666666667,12.4545454545
Test-19-1,1,2,t_cover,214,545,0.0048561096,545,92.3333333333,69.8037953377,8885,96.2274368231
Test-19-1,2,2,t_cover,383,1041,0.0014221668,1041,172,348.379820347,20774.3333333,120.7810077517
Test-19-1,3,2,t_cover,16,31,5.50746917725E-05,31,10.6666666667,4.5990219116,117.333333333,10.9999999999
Test-19-1,4,2,t_cover,46,73,0.0001380444,73,17.3333333333,8.2022850514,421.333333333,24.3076923077
Test-19-1,5,2,t_cover,29,46,8.9168548584E-05,46,13.6666666667,6.1208380063,302.333333333,22.1219512194
Test-19-1,6,2,t_cover,14,23,4.60147857666E-05,23,7,3.0124906699,67,9.5714285714
Test-21-1,0,2,t_cover,25,42,0.0001049042,42,11.6666666667,5.1913112799,226.666666667,19.4285714285
Test-21-1,1,2,t_cover,282,719,0.0010118484,719,137.666666667,120.751587232,15316.6666667,111.2590799031
Test-21-1,2,2,t_cover,5,6,2.09808349609E-05,6,2.6666666667,1.0089170138,10.6666666667,4
Test-21-1,3,2,t_cover,40,58,0.0001339912,58,12,5.5988566875,348.333333333,29.0277777778
Test-21-1,4,2,t_cover,15,24,4.6968460083E-05,24,6.6666666667,2.866243283,72,10.8
Test-23-1,0,2,t_cover,22,37,7.10487365723E-05,37,9.3333333333,4.0418814023,165.333333333,17.7142857143
Test-23-1,1,2,t_cover,198,465,0.0007450581,465,105.333333333,75.5418513616,6280.66666667,59.6265822787
Test-23-1,2,2,t_cover,4,5,1.50203704834E-05,5,2.6666666667,1.0231372515,8,3
Test-23-1,3,2,t_cover,85,151,0.0002300739,151,30.3333333333,15.9528063933,1787.66666667,58.9340659342
Test-23-1,4,2,t_cover,14,23,3.91006469727E-05,23,7.3333333333,3.1746309598,68.3333333333,9.3181818182
Test-24-1,0,2,t_cover,56,101,0.0001869202,101,22,11.073855718,692.666666667,31.4848484849
Test-24-1,1,2,t_cover,34,51,9.08374786377E-05,51,11,5.0042123795,255.333333333,23.2121212121
Test-24-1,2,2,t_cover,268,674,0.0011570454,674,117,101.450804313,11411.6666667,97.5356125359
Test-24-1,3,2,t_cover,10,10,3.00407409668E-05,10,1.6666666667,0.6414726575,15.3333333333,9.2
Test-24-1,4,2,t_cover,130,282,0.0004301071,282,54,32.4265650114,3204,59.3333333333
Test-24-1,5,2,t_cover,57,106,0.0001571178,106,24.6666666667,12.5488959948,919.666666667,37.2837837837
Test-24-1,6,2,t_cover,15,24,4.19616699219E-05,24,7,3.0149019559,74.6666666667,10.6666666667
Test-24-2,0,2,t_cover,16,20,6.31809234619E-05,20,5,2.1161429882,61,12.2
Test-24-2,1,2,t_cover,42,70,0.0001170635,70,14.6666666667,6.8912489414,400.666666667,27.3181818181
Test-24-2,2,2,t_cover,234,571,0.000934124,571,93.6666666667,73.4453009764,8705,92.9359430605
Test-24-2,3,2,t_cover,51,105,0.0001518726,105,23.3333333333,11.8997690678,797.666666667,34.1857142858
Test-24-2,4,2,t_cover,11,18,3.2901763916E-05,18,5,2.01147,46,9.2
Test-24-3,0,2,t_cover,235,574,0.0011119843,574,94,74.1127460798,8378.33333333,89.1312056737
Test-24-3,1,2,t_cover,56,106,0.0002110004,106,24,12.1499432722,786.333333333,32.7638888889
Test-24-3,2,2,t_cover,39,61,0.0001211166,61,13,6.0576586723,337,25.9230769231
Test-24-3,3,2,t_cover,10,10,2.90870666504E-05,10,2,0.7643150489,18,9
Test-24-3,4,2,t_cover,98,224,0.0003530979,224,43,24.2059470812,2097.33333333,48.7751937984
Test-24-3,5,2,t_cover,33,47,0.0001001358,47,10,4.4580043952,292.333333333,29.2333333333
Test-24-3,6,2,t_cover,11,18,3.50475311279E-05,18,5.6666666667,2.2962317467,53.3333333333,9.4117647059
Test-24-4,0,2,t_cover,16,20,5.22136688232E-05,20,4.3333333333,1.8325619698,53,12.2307692308
Test-24-4,1,2,t_cover,42,69,0.0001161098,69,13.6666666667,6.3893476327,373.666666667,27.3414634146
Test-24-4,2,2,t_cover,239,579,0.0009810925,579,93.3333333333,71.8778563341,8077.33333333,86.5428571429
Test-24-4,3,2,t_cover,44,85,0.000138998,85,19.3333333333,9.5423456828,617.666666667,31.9482758621
Test-24-4,4,2,t_cover,11,18,3.38554382324E-05,18,5,2.0227706432,45,9
Test-24-5,0,2,t_cover,72,128,0.0002319813,128,26,13.3884789944,1103.33333333,42.4358974358
Test-24-5,1,2,t_cover,42,70,0.000120163,70,12.6666666667,5.9492277304,349,27.5526315789
Test-24-5,2,2,t_cover,264,653,0.0010738373,653,103.333333333,83.370928367,10992.6666667,106.380645162
Test-24-5,3,2,t_cover,10,10,3.09944152832E-05,10,2,0.7730679512,18,9
Test-24-5,4,2,t_cover,112,233,0.0003900528,233,41.3333333333,23.4788184166,2301.66666667,55.6854838711
Test-24-5,5,2,t_cover,17,21,4.91142272949E-05,21,4.6666666667,1.9784576893,83,17.7857142857
Test-24-5,6,2,t_cover,11,18,3.40938568115E-05,18,5,2.0316143036,45.6666666667,9.1333333333
Test-24-6,0,2,t_cover,235,568,0.000934124,568,89,68.2762693564,8533.66666667,95.8838951311
Test-24-6,1,2,t_cover,16,20,5.29289245605E-05,20,4,1.7017400265,51,12.75
Test-24-6,2,2,t_cover,37,59,0.0001218319,59,11.3333333333,5.2691936493,315.666666667,27.8529411766
Test-24-6,3,2,t_cover,42,80,0.0001308918,80,18,8.7871626218,591,32.8333333333
Test-24-6,4,2,t_cover,11,18,4.00543212891E-05,18,4.6666666667,1.8892772198,42.6666666667,9.1428571429
Test-24-7,0,2,t_cover,240,579,0.0009679794,579,92,71.9124229749,8446,91.8043478261
Test-24-7,1,2,t_cover,52,95,0.0001559258,95,20,9.9991278648,622.333333333,31.1166666667
Test-24-7,2,2,t_cover,39,63,0.0001101494,63,10.6666666667,5.0092077255,309.333333333,28.9999999999
Test-24-7,3,2,t_cover,10,10,2.71797180176E-05,10,1.6666666667,0.6449240843,15.3333333333,9.2
Test-24-7,4,2,t_cover,88,186,0.0002679825,186,42,22.7364563942,1788,42.5714285714
Test-24-7,5,2,t_cover,53,97,0.0001549721,97,22,11.0885733763,821.666666667,37.3484848485
Test-24-7,6,2,t_cover,11,18,3.38554382324E-05,18,5.6666666667,2.2970583439,48.6666666667,8.5882352941
Test-25-2,0,2,t_cover,13,15,6.41345977783E-05,15,3.3333333333,1.3780507247,33.6666666667,10.1
Test-25-2,1,2,t_cover,36,54,0.0001068115,54,12.3333333333,5.6809077263,342.666666667,27.7837837839
Test-25-2,2,2,t_cover,227,546,0.0008151531,546,79.6666666667,61.8066283862,7737.66666667,97.1255230126
Test-25-2,3,2,t_cover,77,175,0.0002720356,175,35,18.8957323233,1794.66666667,51.2761904763
Test-25-2,4,2,t_cover,10,17,3.50475311279E-05,17,4,1.6182143688,35.3333333333,8.8333333333
Test-26-1,0,2,t_cover,149,327,0.0004940033,327,59.6666666667,37.1792450746,4155,69.6368715083
Test-26-1,1,2,t_cover,36,54,0.0001008511,54,10.6666666667,4.8715727329,308.333333333,28.9062499999
Test-26-1,2,2,t_cover,265,682,0.0011518002,682,112,100.58845226,11383.6666667,101.6398809527
Test-26-1,3,2,t_cover,125,300,0.0004339218,300,55,33.531970342,3429,62.3454545455
Test-26-1,4,2,t_cover,122,289,0.0003900528,289,51,30.5969770749,3048.66666667,59.7777777778
Test-26-1,5,2,t_cover,12,19,3.69548797607E-05,19,6.3333333333,2.59694767,62.3333333333,9.8421052632
Test-3-1,0,2,t_cover,127,274,0.0004351139,274,53.6666666667,32.7939333121,3615,67.3602484472
Test-3-1,1,2,t_cover,48,76,0.0001380444,76,15,7.3353539308,510.333333333,34.0222222222
Test-3-1,2,2,t_cover,242,617,0.0034418106,617,105.333333333,88.5507665475,8953.66666667,85.0031645573
Test-3-1,3,2,t_cover,27,38,0.000079155,38,8.3333333333,3.6283386548,200.333333333,24.04
Test-5-1,0,2,t_cover,84,134,0.0002520084,134,26,13.4465347131,1602,61.6153846154
Test-5-1,1,2,t_cover,19,33,6.19888305664E-05,33,8,3.4655086994,128,16
Test-5-1,2,2,t_cover,13,14,3.69548797607E-05,14,3,1.2427225908,36,12
Test-5-1,3,2,t_cover,190,441,0.0009109974,441,84,60.4951654275,5404,64.3333333333
Test-5-1,4,2,t_cover,84,151,0.000246048,151,30.6666666667,16.1295809746,1588.33333333,51.7934782607
Test-5-2,0,2,t_cover,19,24,6.07967376709E-05,24,5.6666666667,2.4573391279,97.6666666667,17.2352941176
Test-5-2,1,2,t_cover,19,33,5.3882598877E-05,33,9,3.9118873278,131.333333333,14.5925925926
Test-5-2,2,2,t_cover,13,14,3.19480895996E-05,14,2.6666666667,1.0932142735,32,12
Test-5-2,3,2,t_cover,61,104,0.0001609325,104,24.6666666667,12.3942847252,1035,41.9594594594
Test-5-2,4,2,t_cover,165,369,0.0005071163,369,68.6666666667,46.4029873212,4286.33333333,62.422330097
Test-5-2,5,2,t_cover,85,159,0.0002429485,159,33.3333333333,17.6833866437,1875.33333333,56.26
Test-6-1,0,2,t_cover,53,94,0.000164032,94,21.6666666667,10.8663334052,661.666666667,30.5384615384
Test-6-1,1,2,t_cover,20,25,4.88758087158E-05,25,5.3333333333,2.2529596488,89,16.6875
Test-6-1,2,2,t_cover,284,726,0.0010099411,726,109.333333333,101.498435974,11735.3333333,107.3353658537
Test-6-1,3,2,t_cover,127,257,0.0004060268,257,49,29.2642739614,2982.33333333,60.8639455782
Test-6-1,4,2,t_cover,13,20,3.91006469727E-05,20,4.6666666667,1.9728759925,53,11.3571428571
Test-7-1,0,2,t_cover,132,295,0.0004708767,295,56,34.080811739,3448.66666667,61.5833333334
Test-7-1,1,2,t_cover,19,23,5.10215759277E-05,23,5.3333333333,2.2606309255,92.6666666667,17.375
Test-7-1,2,2,t_cover,309,864,0.0037820339,864,133,149.158830007,14661.6666667,110.2380952383
Test-7-1,3,2,t_cover,152,373,0.0005691051,373,56,36.9524273872,4691.66666667,83.7797619048
Test-7-1,4,2,t_cover,14,23,5.19752502441E-05,23,7.6666666667,3.2762389978,75.3333333333,9.8260869565
Test-7-2,0,2,t_cover,124,272,0.0004110336,272,53.6666666667,32.1371823152,3087.33333333,57.5279503105
Test-7-2,1,2,t_cover,117,265,0.0003671646,265,49.6666666667,28.9879637559,2964.66666667,59.6912751678
Test-7-2,2,2,t_cover,22,30,7.00950622559E-05,30,8,3.4292717775,133.666666667,16.7083333334
Test-7-2,3,2,t_cover,18,21,4.91142272949E-05,21,3.3333333333,1.4264280001,54.6666666667,16.4
Test-7-2,4,2,t_cover,138,360,0.0004668236,360,68.3333333333,43.0610773563,4770.33333333,69.8097560975
Test-7-2,5,2,t_cover,126,270,0.0003869534,270,50.6666666667,30.4865670204,3047.33333333,60.144736842
Test-7-2,6,2,t_cover,10,17,3.38554382324E-05,17,6,2.4594056606,47.6666666667,7.9444444445
Test-7-3,0,2,t_cover,144,317,0.0004460812,317,56.6666666667,34.9214080175,3858.66666667,68.0941176471
Test-7-3,1,2,t_cover,19,23,4.88758087158E-05,23,4.3333333333,1.8342226346,73.6666666667,17
Test-7-3,2,2,t_cover,282,790,0.0012259483,790,103.666666667,111.012389024,12018.6666667,115.9356913183
Test-7-3,3,2,t_cover,143,379,0.0004878044,379,56.6666666667,37.6802537441,4364.33333333,77.0176470587
Test-7-3,4,2,t_cover,11,18,3.38554382324E-05,18,5,2.048989296,47.3333333333,9.4666666667
Test-7-4,0,2,t_cover,127,283,0.000398159,283,53,32.0253655911,3115.33333333,58.7798742138
Test-7-4,1,2,t_cover,54,102,0.0001559258,102,22,11.2176196575,804.666666667,36.5757575758
Test-7-4,2,2,t_cover,19,23,4.79221343994E-05,23,3.6666666667,1.5723136266,65.6666666667,17.9090909091
Test-7-4,3,2,t_cover,273,731,0.0011479855,731,96.3333333333,91.4381020864,10828.6666667,112.4083044987
Test-7-4,4,2,t_cover,122,288,0.0004088879,288,48.6666666667,28.9178746541,2911.66666667,59.8287671233
Test-7-4,5,2,t_cover,118,271,0.0003609657,271,48,28.2126824856,3021.66666667,62.951388889
Test-7-4,6,2,t_cover,10,17,3.21865081787E-05,17,6,2.4440580209,44.6666666667,7.4444444445
Test-1-1,0,3,t_cover,88,178,0.0005469322,391,87.6666666667,50.4612957637,4897.66666667,55.8669201521
Test-1-1,1,3,t_cover,16,18,0.000056982,21,5,2.1067043146,84.3333333333,16.8666666667
Test-1-1,2,3,t_cover,241,632,0.0022699833,2072,538.333333333,767.983239571,38919.3333333,72.2959752322
Test-1-1,3,3,t_cover,83,193,0.0006580353,473,96.3333333333,55.5215450128,4809.33333333,49.9238754325
Test-1-1,4,3,t_cover,14,23,7.10487365723E-05,41,13.6666666667,5.9535361131,143.333333333,10.487804878
Test-1-10,0,3,t_cover,16,20,7.79628753662E-05,28,8,3.3892993132,106.666666667,13.3333333334
Test-1-10,1,3,t_cover,16,18,6.00814819336E-05,21,4,1.7116514047,71,17.75
Test-1-10,2,3,t_cover,74,163,0.0004661083,372,77.3333333333,43.1379550298,4146.66666667,53.6206896552
Test-1-10,3,3,t_cover,10,17,5.19752502441E-05,30,9.3333333333,3.9971923828,77.3333333333,8.2857142857
Test-1-11,0,3,t_cover,15,19,6.98566436768E-05,26,7.6666666667,3.2868479888,94.3333333333,12.3043478261
Test-1-11,1,3,t_cover,18,21,6.41345977783E-05,25,5.3333333333,2.2890027364,78.6666666667,14.75
Test-1-11,2,3,t_cover,80,183,0.0005140305,430,84,47.7090802988,4624.66666667,55.0555555556
Test-1-11,3,3,t_cover,10,17,5.10215759277E-05,30,10,4.2849373817,84.6666666667,8.4666666667
Test-1-12,0,3,t_cover,14,16,7.67707824707E-05,20,5,2.1461687088,63.6666666667,12.7333333333
Test-1-12,1,3,t_cover,18,21,6.48498535156E-05,26,5,2.1381116708,83,16.6
Test-1-12,2,3,t_cover,232,595,0.0020020008,1771,333.333333333,337.370783249,31592.6666667,94.7780000002
Test-1-12,3,3,t_cover,69,142,0.0003988743,300,66.3333333333,35.987247626,3426,51.6482412061
Test-1-12,4,3,t_cover,10,17,5.00679016113E-05,30,9.6666666667,4.1303172906,84,8.6896551724
Test-1-13,0,3,t_cover,45,62,0.0002019405,96,23.3333333333,11.5148115953,757.333333333,32.4571428572
Test-1-13,1,3,t_cover,73,150,0.0004320145,323,74.3333333333,40.9483896891,3085.33333333,41.5067264574
Test-1-13,2,3,t_cover,42,72,0.0002110004,133,35,17.473256588,949.333333333,27.1238095238
Test-1-13,3,3,t_cover,90,196,0.0007579327,455,91.3333333333,52.9132353465,4872.33333333,53.3467153285
Test-1-13,4,3,t_cover,10,17,5.29289245605E-05,30,10.3333333333,4.4552923838,87.6666666667,8.4838709678
Test-1-14,0,3,t_cover,37,48,0.0001659393,68,16.6666666667,7.7819989522,537,32.2199999999
Test-1-14,1,3,t_cover,18,21,6.38961791992E-05,25,5.3333333333,2.2798337142,77.6666666667,14.5625
